,index,zpid,address,zestimate,last30_zest,zestimate_30_DayDelta,lat,long,timestamp,geometry,index_right,NAME
0,0,14848516,927 Cherokee Rd Gainesville GA 30501,545100,534560,1.9335901669418454,34.314548,-83.823509,2023-May-05,POINT (-83.823509 34.314548),0,Gainesville city
1,1,14848517,943 Cherokee Rd Gainesville GA 30501,410100,392833,4.210436478907583,34.314773,-83.823699,2023-May-05,POINT (-83.823699 34.314773),0,Gainesville city
2,2,14848515,913 Cherokee Rd Gainesville GA 30501,763100,748600,1.9001441488664659,34.314308,-83.823295,2023-May-05,POINT (-83.823295 34.314308),0,Gainesville city
3,3,14848500,926 Memorial Dr Gainesville GA 30501,255000,245940,3.5529411764705885,34.314342,-83.823913,2023-May-05,POINT (-83.823913 34.314342),0,Gainesville city
4,4,14848499,938 Memorial Dr Gainesville GA 30501,498100,478880,3.8586629190925517,34.314563,-83.824111,2023-May-05,POINT (-83.824111 34.314563),0,Gainesville city
5,5,14848501,908 Memorial Dr Gainesville GA 30501,531300,522080,1.7353660831921702,34.314098,-83.823692,2023-May-05,POINT (-83.823692 34.314098),0,Gainesville city
6,6,14848518,957 Cherokee Rd Gainesville GA 30501,661700,638067,3.571558107903884,34.314994,-83.823898,2023-May-05,POINT (-83.823898 34.314994),0,Gainesville city
7,7,14848514,897 Cherokee Rd Gainesville GA 30501,592200,572640,3.3029381965552176,34.31409,-83.823112,2023-May-05,POINT (-83.823112 34.31409),0,Gainesville city
8,8,14848439,924 Cherokee Rd Gainesville GA 30501,388900,369180,5.070712265363847,34.314865,-83.822898,2023-May-05,POINT (-83.822898 34.314865),0,Gainesville city
9,9,14848438,938 Cherokee Rd Gainesville GA 30501,670000,655840,2.1134328358208956,34.315082,-83.823104,2023-May-05,POINT (-83.823104 34.315082),0,Gainesville city
10,10,14848498,954 Memorial Dr Gainesville GA 30501,528600,518633,1.885546727203935,34.314792,-83.824333,2023-May-05,POINT (-83.824333 34.314792),0,Gainesville city
11,11,14848502,896 Memorial Dr Gainesville GA 30501,361900,353260,2.387399834208345,34.313869,-83.823509,2023-May-05,POINT (-83.823509 34.313869),0,Gainesville city
12,12,14848440,908 Cherokee Rd Gainesville GA 30501,608300,583540,4.070360019727108,34.314636,-83.822685,2023-May-05,POINT (-83.822685 34.314636),0,Gainesville city
13,13,14848437,954 Cherokee Rd Gainesville GA 30501,653100,621760,4.798652580003062,34.315315,-83.823287,2023-May-05,POINT (-83.823287 34.315315),0,Gainesville city
14,14,14848513,885 Cherokee Rd Gainesville GA 30501,589700,573233,2.792436832287604,34.313877,-83.822959,2023-May-05,POINT (-83.822959 34.313877),0,Gainesville city
15,15,14848531,919 Memorial Dr Gainesville GA 30501,590500,573000,2.963590177815411,34.313961,-83.824371,2023-May-05,POINT (-83.824371 34.313961),0,Gainesville city
16,16,14848532,935 Memorial Dr Gainesville GA 30501,550600,545667,0.895931710860879,34.314315,-83.824638,2023-May-05,POINT (-83.824638 34.314315),0,Gainesville city
17,17,14848441,896 Cherokee Rd Gainesville GA 30501,856100,852447,0.42670248802709965,34.314414,-83.822494,2023-May-05,POINT (-83.822494 34.314414),0,Gainesville city
18,18,14848519,977 Cherokee Rd Gainesville GA 30501,815500,769400,5.652973635806253,34.31533,-83.824211,2023-May-05,POINT (-83.824211 34.31533),0,Gainesville city
19,19,14848497,972 Memorial Dr Gainesville GA 30501,442200,431627,2.3909995477159653,34.315013,-83.824584,2023-May-05,POINT (-83.824584 34.315013),0,Gainesville city
20,20,14848503,882 Memorial Dr Gainesville GA 30501,369200,357400,3.1960996749729147,34.313629,-83.823341,2023-May-05,POINT (-83.823341 34.313629),0,Gainesville city
21,21,14848530,905 Memorial Dr Gainesville GA 30501,573700,561880,2.060310266689908,34.313739,-83.824211,2023-May-05,POINT (-83.824211 34.313739),0,Gainesville city
22,22,14848436,976 Cherokee Rd Gainesville GA 30501,1355700,1354427,0.09389983034594675,34.315654,-83.823539,2023-May-05,POINT (-83.823539 34.315654),0,Gainesville city
23,23,14848512,869 Cherokee Rd Gainesville GA 30501,536100,522000,2.630106323447118,34.31364,-83.822868,2023-May-05,POINT (-83.822868 34.31364),0,Gainesville city
24,24,14848447,939 Chattahoochee Dr Gainesville GA 30501,517700,532520,-2.862661773227738,34.315349,-83.822662,2023-May-05,POINT (-83.822662 34.315349),0,Gainesville city
25,25,14848442,880 Cherokee Rd Gainesville GA 30501,709700,692280,2.4545582640552346,34.314182,-83.822334,2023-May-05,POINT (-83.822334 34.314182),0,Gainesville city
26,26,14848529,891 Memorial Dr Gainesville GA 30501,407800,395060,3.12408043158411,34.313518,-83.824043,2023-May-05,POINT (-83.824043 34.313518),0,Gainesville city
28,28,83342746,953 Chattahoochee Dr Gainesville GA 30501,695800,689013,0.9754239724058638,34.315574,-83.822822,2023-May-05,POINT (-83.822822 34.315574),0,Gainesville city
29,29,14848496,982 Memorial Dr Gainesville GA 30501,363600,360113,0.959020902090209,34.315242,-83.82479,2023-May-05,POINT (-83.82479 34.315242),0,Gainesville city
30,30,14848504,868 Memorial Dr Gainesville GA 30501,432600,413827,4.339574664817383,34.313362,-83.82328,2023-May-05,POINT (-83.82328 34.313362),0,Gainesville city
31,31,14848446,911 Chattahoochee Dr Gainesville GA 30501,664300,648527,2.3743790456119225,34.314952,-83.822174,2023-May-05,POINT (-83.822174 34.314952),0,Gainesville city
32,32,14848533,932 Longstreet Cir Gainesville GA 30501,489100,477500,2.371703128194643,34.314018,-83.824943,2023-May-05,POINT (-83.824943 34.314018),0,Gainesville city
33,33,14848528,875 Memorial Dr Gainesville GA 30501,422300,412960,2.211697845133791,34.313301,-83.823936,2023-May-05,POINT (-83.823936 34.313301),0,Gainesville city
34,34,14848534,918 Longstreet Cir Gainesville GA 30501,520600,491500,5.589704187475989,34.31372,-83.824806,2023-May-05,POINT (-83.824806 34.31372),0,Gainesville city
35,35,14848511,855 Cherokee Rd Gainesville GA 30501,401200,388087,3.268444666001994,34.313392,-83.822807,2023-May-05,POINT (-83.822807 34.313392),0,Gainesville city
36,36,14848448,967 Chattahoochee Dr Gainesville GA 30501,330300,324040,1.8952467453829853,34.315788,-83.822929,2023-May-05,POINT (-83.822929 34.315788),0,Gainesville city
37,37,14848535,904 Longstreet Cir Gainesville GA 30501,533700,523973,1.8225594903503843,34.313495,-83.824645,2023-May-05,POINT (-83.824645 34.313495),0,Gainesville city
38,38,14848443,846 Cherokee Rd Gainesville GA 30501,469900,445400,5.213875292615451,34.31369,-83.822257,2023-May-05,POINT (-83.822257 34.31369),0,Gainesville city
39,39,14848521,975 Longstreet Cir Gainesville GA 30501,486100,480600,1.1314544332441885,34.31472,-83.82534,2023-May-05,POINT (-83.82534 34.31472),0,Gainesville city
40,40,14848505,854 Memorial Dr Gainesville GA 30501,477100,471700,1.1318381890588975,34.313098,-83.823204,2023-May-05,POINT (-83.823204 34.313098),0,Gainesville city
41,41,14848444,857 Chattahoochee Dr Gainesville GA 30501,384500,368913,4.053836150845254,34.313976,-83.821914,2023-May-05,POINT (-83.821914 34.313976),0,Gainesville city
42,42,14848536,890 Longstreet Cir Gainesville GA 30501,335900,330420,1.6314379279547482,34.313255,-83.824493,2023-May-05,POINT (-83.824493 34.313255),0,Gainesville city
43,43,14848445,877 Chattahoochee Dr Gainesville GA 30501,680300,658273,3.2378362487138026,34.314361,-83.821762,2023-May-05,POINT (-83.821762 34.314361),0,Gainesville city
44,44,14848527,861 Memorial Dr Gainesville GA 30501,503900,492880,2.1869418535423697,34.313053,-83.823844,2023-May-05,POINT (-83.823844 34.313053),0,Gainesville city
45,45,14848520,967 Longstreet Cir Gainesville GA 30501,94800,91800,3.1645569620253164,34.314434,-83.825431,2023-May-05,POINT (-83.825431 34.314434),0,Gainesville city
46,46,14848510,839 Cherokee Rd Gainesville GA 30501,498200,485740,2.5010036130068247,34.313137,-83.822738,2023-May-05,POINT (-83.822738 34.313137),0,Gainesville city
47,47,14848522,981 Memorial Dr Gainesville GA 30501,639600,617420,3.467792370231395,34.314929,-83.825454,2023-May-05,POINT (-83.825454 34.314929),0,Gainesville city
48,48,14848449,983 Chattahoochee Dr Gainesville GA 30501,508800,494053,2.8983883647798745,34.316089,-83.822998,2023-May-05,POINT (-83.822998 34.316089),0,Gainesville city
49,49,14848475,940 Chattahoochee Dr Gainesville GA 30501,426900,418800,1.8973998594518624,34.31567,-83.822082,2023-May-05,POINT (-83.822082 34.31567),0,Gainesville city
50,50,14849058,1093 Park Hill Dr Gainesville GA 30501,304800,293433,3.729330708661417,34.31607,-83.824485,2023-May-05,POINT (-83.824485 34.31607),0,Gainesville city
51,51,14849057,1075 Park Hill Dr Gainesville GA 30501,413500,399233,3.4503022974607016,34.315917,-83.824806,2023-May-05,POINT (-83.824806 34.315917),0,Gainesville city
52,52,14849059,1107 Park Hill Dr Gainesville GA 30501,296800,292000,1.6172506738544474,34.3162,-83.824218,2023-May-05,POINT (-83.824218 34.3162),0,Gainesville city
53,53,247006628,960 Chattahoochee Dr Gainesville GA 30501,799700,780880,2.3533825184444166,34.315929,-83.822257,2023-May-05,POINT (-83.822257 34.315929),0,Gainesville city
54,54,14848537,876 Longstreet Cir Gainesville GA 30501,538000,521967,2.9801115241635685,34.3129,-83.824302,2023-May-05,POINT (-83.824302 34.3129),0,Gainesville city
55,55,14848506,840 Memorial Dr Gainesville GA 30501,393000,374880,4.6106870229007635,34.312828,-83.82315,2023-May-05,POINT (-83.82315 34.312828),0,Gainesville city
56,56,14849056,1041 Park Hill Dr Gainesville GA 30501,218300,214500,1.7407237746220796,34.315502,-83.825431,2023-May-05,POINT (-83.825431 34.315502),0,Gainesville city
57,57,14848526,847 Memorial Dr Gainesville GA 30501,594400,581067,2.2431022880215346,34.312778,-83.823829,2023-May-05,POINT (-83.823829 34.312778),0,Gainesville city
58,58,83360775,1051 Park Hill Dr Gainesville GA 30501,349800,338327,3.279874213836478,34.315738,-83.825241,2023-May-05,POINT (-83.825241 34.315738),0,Gainesville city
59,59,14848509,825 Cherokee Rd Gainesville GA 30501,351500,345200,1.7923186344238975,34.312889,-83.822723,2023-May-05,POINT (-83.822723 34.312889),0,Gainesville city
60,60,14848450,916 Chattahoochee Dr Gainesville GA 30501,612800,608413,0.7158942558746736,34.31541,-83.821586,2023-May-05,POINT (-83.821586 34.31541),0,Gainesville city
61,61,14849055,1031 Park Hill Dr Gainesville GA 30501,277400,271680,2.0620043258832013,34.315414,-83.825599,2023-May-05,POINT (-83.825599 34.315414),0,Gainesville city
62,62,14848451,902 Chattahoochee Dr Gainesville GA 30501,437000,428180,2.0183066361556063,34.315162,-83.82138,2023-May-05,POINT (-83.82138 34.315162),0,Gainesville city
63,63,14848397,833 Summerfield Ter Gainesville GA 30501,491500,471440,4.0813835198372335,34.313266,-83.821769,2023-May-05,POINT (-83.821769 34.313266),0,Gainesville city
64,64,14848452,892 Chattahoochee Dr Gainesville GA 30501,549700,529660,3.645624886301619,34.314918,-83.82122,2023-May-05,POINT (-83.82122 34.314918),0,Gainesville city
66,66,14848453,876 Chattahoochee Dr Gainesville GA 30501,372000,359087,3.471236559139785,34.314636,-83.821151,2023-May-05,POINT (-83.821151 34.314636),0,Gainesville city
67,67,299115694,815 Cherokee Rd Gainesville GA 30501,359900,356193,1.0300083356487915,34.312633,-83.822814,2023-May-05,POINT (-83.822814 34.312633),0,Gainesville city
68,68,14848473,974 Chattahoochee Dr Gainesville GA 30501,405700,400880,1.1880700024648754,34.316333,-83.82238,2023-May-05,POINT (-83.82238 34.316333),0,Gainesville city
69,69,14848456,836 Chattahoochee Dr Gainesville GA 30501,406800,390713,3.954523107177974,34.313762,-83.821319,2023-May-05,POINT (-83.821319 34.313762),0,Gainesville city
70,70,14848476,950 Glenwood Dr Gainesville GA 30501,327200,317293,3.0278117359413206,34.315959,-83.821784,2023-May-05,POINT (-83.821784 34.315959),0,Gainesville city
71,71,14848454,864 Chattahoochee Dr Gainesville GA 30501,546900,544440,0.44980800877674165,34.314365,-83.821105,2023-May-05,POINT (-83.821105 34.314365),0,Gainesville city
72,72,14848525,833 Memorial Dr Gainesville GA 30501,478200,456867,4.461104140526976,34.312507,-83.823898,2023-May-05,POINT (-83.823898 34.312507),0,Gainesville city
73,73,14849048,1136 Morningside Dr Gainesville GA 30501,433400,425513,1.819796954314721,34.316631,-83.823905,2023-May-05,POINT (-83.823905 34.316631),0,Gainesville city
74,74,247004210,822 Cherokee Rd Gainesville GA 30501,392000,384207,1.9880102040816325,34.312904,-83.822006,2023-May-05,POINT (-83.822006 34.312904),0,Gainesville city
75,75,14848507,812 Memorial Dr Gainesville GA 30501,738000,704333,4.561924119241192,34.312385,-83.82312,2023-May-05,POINT (-83.82312 34.312385),0,Gainesville city
76,76,14848467,915 Glenwood Dr Gainesville GA 30501,463100,460700,0.518246599006694,34.315647,-83.821197,2023-May-05,POINT (-83.821197 34.315647),0,Gainesville city
77,77,14848468,905 Glenwood Dr Gainesville GA 30501,526200,514393,2.243823641201064,34.315448,-83.821022,2023-May-05,POINT (-83.821022 34.315448),0,Gainesville city
78,78,83380847,942 Glenwood Dr Gainesville GA 30501,634800,619747,2.37129804662886,34.316101,-83.821517,2023-May-05,POINT (-83.821517 34.316101),0,Gainesville city
79,79,14848399,810 Cherokee Rd Gainesville GA 30501,852900,813020,4.675811935748622,34.312606,-83.822067,2023-May-05,POINT (-83.822067 34.312606),0,Gainesville city
80,80,14848466,895 Glenwood Dr Gainesville GA 30501,359800,344600,4.224569205113952,34.315227,-83.820869,2023-May-05,POINT (-83.820869 34.315227),0,Gainesville city
81,81,14848457,816 Summerfield Ter Gainesville GA 30501,1065700,1046953,1.7591254574458104,34.313537,-83.821037,2023-May-05,POINT (-83.821037 34.313537),0,Gainesville city
83,83,247008349,1016 Riverside Dr Gainesville GA 30501,588700,580867,1.3305588585017836,34.315746,-83.826049,2023-May-05,POINT (-83.826049 34.315746),0,Gainesville city
84,84,14849051,1068 Riverside Dr Gainesville GA 30501,529700,510940,3.5416273362280535,34.316448,-83.825332,2023-May-05,POINT (-83.825332 34.316448),0,Gainesville city
85,85,14849052,1020 Riverside Dr Gainesville GA 30501,272300,266000,2.313624678663239,34.316143,-83.825752,2023-May-05,POINT (-83.825752 34.316143),0,Gainesville city
86,86,14848465,885 Glenwood Dr Gainesville GA 30501,811500,783867,3.4051756007393714,34.31499,-83.820724,2023-May-05,POINT (-83.820724 34.31499),0,Gainesville city
87,87,14849050,1092 Morningside Dr Gainesville GA 30501,241100,236200,2.0323517212774784,34.316696,-83.824943,2023-May-05,POINT (-83.824943 34.316696),0,Gainesville city
88,88,14848410,801 Summerfield Ter Gainesville GA 30501,680000,661473,2.724558823529412,34.312904,-83.821449,2023-May-05,POINT (-83.821449 34.312904),0,Gainesville city
89,89,14848464,873 Glenwood Dr Gainesville GA 30501,681400,651767,4.3488406222483125,34.314647,-83.820625,2023-May-05,POINT (-83.820625 34.314647),0,Gainesville city
90,90,14849060,1175 Park Hill Dr Gainesville GA 30501,289000,285200,1.314878892733564,34.316936,-83.822853,2023-May-05,POINT (-83.822853 34.316936),0,Gainesville city
91,91,83371134,1106 Morningside Dr Gainesville GA 30501,277100,271800,1.912666907253699,34.316844,-83.824668,2023-May-05,POINT (-83.824668 34.316844),0,Gainesville city
92,92,14848472,1220 Park Hill Dr Gainesville GA 30501,763500,752000,1.5062213490504257,34.316543,-83.821815,2023-May-05,POINT (-83.821815 34.316543),0,Gainesville city
93,93,14848462,839 Glenwood Dr Gainesville GA 30501,633800,608113,4.05285579047018,34.314212,-83.820625,2023-May-05,POINT (-83.820625 34.314212),0,Gainesville city
94,94,14849049,1120 Morningside Dr Gainesville GA 30501,272500,262940,3.5082568807339447,34.316986,-83.824378,2023-May-05,POINT (-83.824378 34.316986),0,Gainesville city
95,95,14848477,934 Glenwood Dr Gainesville GA 30501,774200,742420,4.104882459312839,34.316154,-83.821159,2023-May-05,POINT (-83.821159 34.316154),0,Gainesville city
96,96,247004996,1174 Morningside Dr Gainesville GA 30501,412300,393287,4.611447974775649,34.317115,-83.823364,2023-May-05,POINT (-83.823364 34.317115),0,Gainesville city
97,97,14848400,798 Cherokee Rd Gainesville GA 30501,1399800,1436500,-2.621803114730676,34.312309,-83.82209,2023-May-05,POINT (-83.82209 34.312309),0,Gainesville city
98,98,14848461,821 Glenwood Dr Gainesville GA 30501,489100,480073,1.8456348395011246,34.313861,-83.820533,2023-May-05,POINT (-83.820533 34.313861),0,Gainesville city
99,99,14848458,800 Summerfield Ter Gainesville GA 30501,628900,621100,1.240260772777866,34.313194,-83.820823,2023-May-05,POINT (-83.820823 34.313194),0,Gainesville city
100,100,14848523,801 Memorial Dr Gainesville GA 30501,667400,642500,3.7308960143841774,34.311893,-83.823692,2023-May-05,POINT (-83.823692 34.311893),0,Gainesville city
101,101,14849047,1148 Morningside Dr Gainesville GA 30501,257800,250080,2.9945694336695112,34.317237,-83.823867,2023-May-05,POINT (-83.823867 34.317237),0,Gainesville city
102,102,14849061,1191 Park Hill Dr Gainesville GA 30501,389800,383307,1.6657260133401746,34.317104,-83.822532,2023-May-05,POINT (-83.822532 34.317104),0,Gainesville city
103,103,14848402,788 Cherokee Rd Gainesville GA 30501,643000,605073,5.898444790046656,34.311958,-83.822669,2023-May-05,POINT (-83.822669 34.311958),0,Gainesville city
105,105,14848401,794 Cherokee Rd Gainesville GA 30501,924600,902467,2.3937919100151417,34.312019,-83.822242,2023-May-05,POINT (-83.822242 34.312019),0,Gainesville city
106,106,14848478,926 Glenwood Dr Gainesville GA 30501,679500,664900,2.1486387049300957,34.316177,-83.8208,2023-May-05,POINT (-83.8208 34.316177),0,Gainesville city
107,107,14848409,773 Summerfield Ter Gainesville GA 30501,803500,772427,3.867205973864343,34.312572,-83.821159,2023-May-05,POINT (-83.821159 34.312572),0,Gainesville city
108,108,14848479,918 Glenwood Dr Gainesville GA 30501,704400,690207,2.0149063032367973,34.315979,-83.820602,2023-May-05,POINT (-83.820602 34.315979),0,Gainesville city
109,109,14848459,1175 Laurel Ln Gainesville GA 30501,468100,458573,2.035248878444777,34.313396,-83.820442,2023-May-05,POINT (-83.820442 34.313396),0,Gainesville city
110,110,14848480,910 Glenwood Dr Gainesville GA 30501,444900,436840,1.811643065857496,34.315746,-83.820442,2023-May-05,POINT (-83.820442 34.315746),0,Gainesville city
111,111,14848481,894 Glenwood Dr Gainesville GA 30501,474500,462000,2.634351949420443,34.315505,-83.820236,2023-May-05,POINT (-83.820236 34.315505),0,Gainesville city
112,112,83378961,1097 Glenwood Dr Gainesville GA 30501,883700,850340,3.7750367771868283,34.312202,-83.821403,2023-May-05,POINT (-83.821403 34.312202),0,Gainesville city
113,113,14849062,1215 Park Hill Dr Gainesville GA 30501,313500,333867,-6.496650717703349,34.317291,-83.822097,2023-May-05,POINT (-83.822097 34.317291),0,Gainesville city
114,114,14848460,1161 Laurel Ln Gainesville GA 30501,471800,448440,4.951250529885544,34.313549,-83.820152,2023-May-05,POINT (-83.820152 34.313549),0,Gainesville city
115,115,14848482,876 Glenwood Dr Gainesville GA 30501,892600,884640,0.8917768317275375,34.31525,-83.820022,2023-May-05,POINT (-83.820022 34.31525),0,Gainesville city
116,116,14848484,832 Glenwood Dr Gainesville GA 30501,611300,604447,1.121053492556846,34.31443,-83.819824,2023-May-05,POINT (-83.819824 34.31443),0,Gainesville city
117,117,14849045,1196 Morningside Dr Gainesville GA 30501,207300,203660,1.7559093101784853,34.317649,-83.822929,2023-May-05,POINT (-83.822929 34.317649),0,Gainesville city
118,118,247005747,858 Glenwood Dr Gainesville GA 30501,763700,749580,1.84889354458557,34.314968,-83.819808,2023-May-05,POINT (-83.819808 34.314968),0,Gainesville city
119,119,83372216,1089 Glenwood Dr Gainesville GA 30501,790900,770180,2.6198002275888226,34.311866,-83.82154,2023-May-05,POINT (-83.82154 34.311866),0,Gainesville city
120,120,83372310,772 Summerfield Ter Gainesville GA 30501,440600,451933,-2.5721743077621424,34.31274,-83.820426,2023-May-05,POINT (-83.820426 34.31274),0,Gainesville city
121,121,14848969,1048 Riverside Ter Gainesville GA 30501,281800,274700,2.5195173882185946,34.316486,-83.82669,2023-May-05,POINT (-83.82669 34.316486),0,Gainesville city
122,122,14848494,943 Parkhill Pl Gainesville GA 30501,389700,381893,2.0033358994098025,34.316486,-83.820411,2023-May-05,POINT (-83.820411 34.316486),0,Gainesville city
123,123,14849044,1212 Morningside Dr Gainesville GA 30501,394400,389460,1.2525354969574036,34.317707,-83.822502,2023-May-05,POINT (-83.822502 34.317707),0,Gainesville city
124,124,14848495,959 Parkhill Pl Gainesville GA 30501,222800,217400,2.423698384201077,34.316722,-83.820587,2023-May-05,POINT (-83.820587 34.316722),0,Gainesville city
125,125,14848493,925 Parkhill Pl Gainesville GA 30501,483900,466940,3.5048563752841497,34.316265,-83.820182,2023-May-05,POINT (-83.820182 34.316265),0,Gainesville city
126,126,2077079383,981 Riverside Dr Gainesville GA 30501,278600,322700,-15.829145728643216,34.314399,-83.82756,2023-May-05,POINT (-83.82756 34.314399),0,Gainesville city
127,127,14848408,747 Summerfield Ter Gainesville GA 30501,566500,549760,2.9549867608120035,34.312198,-83.820793,2023-May-05,POINT (-83.820793 34.312198),0,Gainesville city
128,128,14848469,1258 Park Hill Dr Gainesville GA 30501,239400,226260,5.488721804511278,34.316974,-83.820838,2023-May-05,POINT (-83.820838 34.316974),0,Gainesville city
129,129,14849080,1070 Riverside Dr Gainesville GA 30501,635000,622140,2.025196850393701,34.317577,-83.825325,2023-May-05,POINT (-83.825325 34.317577),0,Gainesville city
130,130,14848485,820 Glenwood Dr Gainesville GA 30501,559200,547820,2.0350500715307582,34.313762,-83.819641,2023-May-05,POINT (-83.819641 34.313762),0,Gainesville city
131,131,14848492,909 Parkhill Pl Gainesville GA 30501,440500,431127,2.127809307604994,34.316051,-83.819946,2023-May-05,POINT (-83.819946 34.316051),0,Gainesville city
132,132,83355034,740 Memorial Dr Gainesville GA 30501,1686600,1647200,2.3360607138622083,34.311267,-83.822769,2023-May-05,POINT (-83.822769 34.311267),0,Gainesville city
133,133,14848412,1190 Laurel Ln Gainesville GA 30501,132400,128500,2.9456193353474323,34.312961,-83.819961,2023-May-05,POINT (-83.819961 34.312961),0,Gainesville city
134,134,299116583,1190 Laurel Ln Gainesville GA 30501,324800,319900,1.5086206896551724,34.312961,-83.819961,2023-May-05,POINT (-83.819961 34.312961),0,Gainesville city
135,135,83363408,1066 Riverside Ter Gainesville GA 30501,272600,261574,4.044754218635363,34.316753,-83.826744,2023-May-05,POINT (-83.826744 34.316753),0,Gainesville city
136,136,83345296,1135 Morningside Dr Gainesville GA 30501,172000,167293,2.7366279069767443,34.317897,-83.824493,2023-May-05,POINT (-83.824493 34.317897),0,Gainesville city
138,138,2118051548,1075 Riverside Dr # A Gainesville GA 30501,372000,350813,5.695430107526882,34.317367,-83.825996,2023-May-05,POINT (-83.825996 34.317367),0,Gainesville city
139,139,14848491,895 Parkhill Pl Gainesville GA 30501,514100,492073,4.284574985411398,34.315845,-83.819709,2023-May-05,POINT (-83.819709 34.315845),0,Gainesville city
140,140,14848973,1075 Riverside Dr Gainesville GA 30501,325500,317020,2.6052227342549923,34.317325,-83.82621,2023-May-05,POINT (-83.82621 34.317325),0,Gainesville city
141,141,14848490,887 Parkhill Pl Gainesville GA 30501,407100,401900,1.2773274379759274,34.315631,-83.819473,2023-May-05,POINT (-83.819473 34.315631),0,Gainesville city
142,142,83373876,1081 Glenwood Dr Gainesville GA 30501,410800,404700,1.4849074975657255,34.311443,-83.821441,2023-May-05,POINT (-83.821441 34.311443),0,Gainesville city
143,143,14848407,1081 Glenwood Dr Gainesville GA 30501,446300,435287,2.467622675330495,34.311439,-83.821441,2023-May-05,POINT (-83.821441 34.311439),0,Gainesville city
144,144,14848896,1043 Riverside Ter Gainesville GA 30501,910500,902207,0.9108182317408018,34.31623,-83.82743,2023-May-05,POINT (-83.82743 34.31623),0,Gainesville city
145,145,14848404,1067 Glenwood Dr Gainesville GA 30501,727800,683400,6.100577081615829,34.311458,-83.821388,2023-May-05,POINT (-83.821388 34.311458),0,Gainesville city
146,146,14848486,1248 Laurel Ln Gainesville GA 30501,1119200,1094953,2.166458184417441,34.31417,-83.819229,2023-May-05,POINT (-83.819229 34.31417),0,Gainesville city
148,148,14848414,744 Summerfield Ter Gainesville GA 30501,610400,596107,2.3415792922673657,34.31245,-83.820022,2023-May-05,POINT (-83.820022 34.31245),0,Gainesville city
149,149,14848968,1070 Riverside Ter Gainesville GA 30501,268100,262780,1.9843342036553524,34.316898,-83.826957,2023-May-05,POINT (-83.826957 34.316898),0,Gainesville city
150,150,14848411,1241 Glenwood Dr Gainesville GA 30501,616000,590460,4.146103896103896,34.313159,-83.819496,2023-May-05,POINT (-83.819496 34.313159),0,Gainesville city
151,151,14848489,865 Parkhill Pl Gainesville GA 30501,637600,625740,1.8601003764115431,34.315414,-83.819236,2023-May-05,POINT (-83.819236 34.315414),0,Gainesville city
152,152,14849143,1272 Park Hill Dr Gainesville GA 30501,322800,317340,1.691449814126394,34.316951,-83.820159,2023-May-05,POINT (-83.820159 34.316951),0,Gainesville city
153,153,14849081,1177 Morningside Dr Gainesville GA 30501,468100,450667,3.724204229865413,34.318275,-83.823692,2023-May-05,POINT (-83.823692 34.318275),0,Gainesville city
154,154,14848974,1087 Riverside Dr Gainesville GA 30501,482100,470607,2.3839452395768514,34.31744,-83.826454,2023-May-05,POINT (-83.826454 34.31744),0,Gainesville city
155,155,14848406,1055 Glenwood Dr Gainesville GA 30501,508100,499193,1.7530013776815587,34.311061,-83.821937,2023-May-05,POINT (-83.821937 34.311061),0,Gainesville city
156,156,14849085,1001 Cumberland Valley Rd Gainesville GA 30501,453100,433700,4.28161553740896,34.318046,-83.821853,2023-May-05,POINT (-83.821853 34.318046),0,Gainesville city
157,157,14848415,1187 Glenwood Dr Gainesville GA 30501,529500,499800,5.609065155807365,34.312652,-83.819648,2023-May-05,POINT (-83.819648 34.312652),0,Gainesville city
158,158,14849113,1002 Cumberland Valley Rd Gainesville GA 30501,529700,511380,3.458561449877289,34.317882,-83.821319,2023-May-05,POINT (-83.821319 34.317882),0,Gainesville city
159,159,14848405,1027 Glenwood Dr Gainesville GA 30501,444100,431347,2.871650529160099,34.310871,-83.822265,2023-May-05,POINT (-83.822265 34.310871),0,Gainesville city
160,160,14849084,1215 Morningside Dr Gainesville GA 30501,306000,297520,2.7712418300653594,34.318344,-83.822639,2023-May-05,POINT (-83.822639 34.318344),0,Gainesville city
161,161,83376357,1288 Park Hill Dr Gainesville GA 30501,320100,309400,3.342705404561075,34.317249,-83.82022,2023-May-05,POINT (-83.82022 34.317249),0,Gainesville city
162,162,14848421,1126 Glenwood Dr Gainesville GA 30501,663500,653087,1.5694046721929162,34.311592,-83.820579,2023-May-05,POINT (-83.820579 34.311592),0,Gainesville city
163,163,14848966,1096 Riverside Ter Gainesville GA 30501,270800,264780,2.2230428360413588,34.317111,-83.827125,2023-May-05,POINT (-83.827125 34.317111),0,Gainesville city
164,164,14848487,1281 Springdale Rd Gainesville GA 30501,681800,650480,4.593722499266647,34.314624,-83.818885,2023-May-05,POINT (-83.818885 34.314624),0,Gainesville city
165,165,14849144,926 Parkhill Pl Gainesville GA 30501,327800,308160,5.991458206223307,34.316631,-83.819602,2023-May-05,POINT (-83.819602 34.316631),0,Gainesville city
166,166,14848422,1094 Glenwood Dr Gainesville GA 30501,558800,548233,1.8910164638511096,34.311328,-83.820953,2023-May-05,POINT (-83.820953 34.311328),0,Gainesville city
167,167,14849083,1209 Morningside Dr Gainesville GA 30501,202800,195040,3.8264299802761337,34.318435,-83.823043,2023-May-05,POINT (-83.823043 34.318435),0,Gainesville city
