,Unnamed: 0,Parcel ID,Address,County,State,Sale Date,Sale Price,Acres,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,Neighborhood,lat,long
159,159,08031 005142,3760 PROSPECT POINT DR,Hall County,Georgia,1/28/2022,"$239,199.00 ",0.08,Residential,2021,1864,$128.33 ,08020 MUNDY MILL TOWNSHIP,34.25554,-83.8790453
160,160,08171 002073,4873 STONE WAY PATH,Hall County,Georgia,1/28/2022,"$651,000.00 ",0.23,Residential,2021,3465,$187.88 ,08156 Reserve At Bogan Lakes,34.1335514,-83.9553454
161,161,08031 005137,3740 PROSPECT POINT DR,Hall County,Georgia,1/28/2022,"$234,183.00 ",0.13,Residential,2021,1760,$133.06 ,08020 MUNDY MILL TOWNSHIP,34.25554,-83.8790453
162,162,08031 005138,3744 PROSPECT POINT DR,Hall County,Georgia,1/28/2022,"$237,808.00 ",0.07,Residential,2021,1760,$135.12 ,08020 MUNDY MILL TOWNSHIP,34.25554,-83.8790453
163,163,08031 005141,3756 PROSPECT POINT DR,Hall County,Georgia,1/28/2022,"$229,183.00 ",0.07,Residential,2021,1760,$130.22 ,08020 MUNDY MILL TOWNSHIP,34.25554,-83.8790453
164,164,08051 001239,3679 ACORN DR,Hall County,Georgia,1/28/2022,"$283,900.00 ",0.05,Residential,2021,1576,$180.14 ,08128 The Reserve at Oak Station,34.224176,-83.8798319
165,165,08051 001244,3659 ACORN DR,Hall County,Georgia,1/28/2022,"$259,900.00 ",0.04,Residential,2021,1544,$168.33 ,08128 The Reserve at Oak Station,34.224244,-83.8794593
166,166,08134 000007,6148 WADE ORR RD,Hall County,Georgia,1/28/2022,"$542,976.00 ",0.8,Residential,2021,2551,$212.85 ,08141 Veritas,34.1617808,-83.9339253
167,167,15042 000475,6971 LANCASTER XING,Hall County,Georgia,1/28/2022,"$523,025.00 ",0.17,Residential,2021,3192,$163.85 ,05662 Lancaster,34.1400411,-83.8900222
168,168,08054 004031,4989 FAWNWOOD DR,Hall County,Georgia,1/28/2022,"$276,040.00 ",0.09,Residential,2021,2080,$132.71 ,08571 BRANNON RIDGE,34.24825156,-83.89794972
169,169,15047 002234,7001 RIVER ROCK DR,Hall County,Georgia,1/28/2022,"$428,118.00 ",0.14,Residential,2021,1880,$227.72 ,05037H HONEYCUTT,34.1452641,-83.9083932
170,170,08065 000293,5307 SCHOONER CT,Hall County,Georgia,1/28/2022,"$429,340.00 ",0.16,Residential,2021,2758,$155.67 ,08065 Stephens Point,34.2426798,-83.9109175
171,171,08031 005139,3748 PROSPECT POINT DR,Hall County,Georgia,1/28/2022,"$239,909.00 ",0.07,Residential,2021,1864,$128.71 ,08020 MUNDY MILL TOWNSHIP,34.25554,-83.8790453
172,172,08054 004030,4985 FAWNWOOD DR,Hall County,Georgia,1/28/2022,"$275,000.00 ",0.09,Residential,2021,1370,$200.73 ,08571 BRANNON RIDGE,34.24903794,-83.89858251
173,173,15047G000090,6934 SCARLET OAK WAY,Hall County,Georgia,1/27/2022,"$401,485.00 ",0.17,Residential,2021,1860,$215.85 ,05037K STERLING KNUTSON,34.1572239,-83.9127648
174,174,08100 001175,6015 PARK BAY CT,Hall County,Georgia,1/27/2022,"$325,500.00 ",0.31,Residential,2021,2917,$111.59 ,08105 PARK WALK AT LANIER,34.2136037,-83.9232499
175,175,15047P000015,6388 CROSSCREEK LN,Hall County,Georgia,1/27/2022,"$389,900.00 ",0.11,Residential,2020,1929,$202.13 ,05037Q Sterling,34.1547018,-83.8973578
176,176,15047G000087,7028 BLACKBIRD CT,Hall County,Georgia,1/27/2022,"$379,485.00 ",0.17,Residential,2021,2556,$148.47 ,05037K STERLING KNUTSON,34.156542,-83.916102
177,177,08075 002048A,5614 BARBERRY AVE,Hall County,Georgia,1/27/2022,"$324,990.00 ",0.13,Residential,2021,2247,$144.63 ,08075 Prescott,34.2206923,-83.9035122
178,178,08111 003284,5984 SCREECH OWL DR,Hall County,Georgia,1/27/2022,"$359,990.00 ",0.19,Residential,2021,2539,$141.78 ,08111 Summit Lake,34.1909822,-83.9258269
179,179,08151 002080,5368 SUMMER OAK LN,Hall County,Georgia,1/26/2022,"$607,490.00 ",0.28,Residential,2021,3890,$156.17 ,08032 Summerlyn,34.154309,-83.9492516
180,180,15047 002004,6713 MOONDANCER CT,Hall County,Georgia,1/26/2022,"$381,365.00 ",0.16,Residential,2021,2484,$153.53 ,05037K STERLING KNUTSON,34.1509394,-83.9132555
181,181,15042 000647,6948 MANCHESTER DR,Hall County,Georgia,1/26/2022,"$385,465.00 ",0.18,Residential,2021,2512,$153.45 ,05661 Cambridge,34.1431765,-83.8890226
182,182,15022D000032,2112 SE ROSEMARY WAY,Hall County,Georgia,1/26/2022,"$269,900.00 ",0.12,Residential,2021,1693,$159.42 ,05753 Reserve at Wilson,34.2818123,-83.7832878
183,183,10030 001042,5464 OLD LANTERN WAY,Hall County,Georgia,1/26/2022,"$298,500.00 ",1.67,Residential,2021,1817,$164.28 ,01029 Lawsons Cove,34.2819518,-83.9052263
184,184,08065 000291,5143 WATCHMANS CV,Hall County,Georgia,1/26/2022,"$392,780.00 ",0.16,Residential,2021,2159,$181.93 ,08065 Stephens Point,34.2424512,-83.9106692
185,185,15047G000089,7020 BLACKBIRD CT,Hall County,Georgia,1/26/2022,"$396,985.00 ",0.2,Residential,2021,2457,$161.57 ,05037K STERLING KNUTSON,34.1568807,-83.9160693
186,186,15042 000474,6975 LANCASTER XING,Hall County,Georgia,1/25/2022,"$517,234.00 ",0.17,Residential,2021,3110,$166.31 ,05662 Lancaster,34.1400411,-83.8900222
187,187,08031 005145,3784 PROSPECT POINT DR,Hall County,Georgia,1/25/2022,"$239,510.00 ",0.07,Residential,2021,1760,$136.09 ,08020 MUNDY MILL TOWNSHIP,34.25554,-83.8790453
188,188,08151 002079,5364 SUMMER OAK LN,Hall County,Georgia,1/25/2022,"$559,400.00 ",0.35,Residential,2021,3700,$151.19 ,08032 Summerlyn,34.1538547,-83.9507549
189,189,15029B000199,5120 CHASTAIN WAY,Hall County,Georgia,1/25/2022,"$426,314.00 ",1.01,Residential,2021,2485,$171.55 ,05034 GEORGIAN ACRES,34.1778039,-83.8069559
190,190,10069 004012,3655 CASTOFF CT,Hall County,Georgia,1/25/2022,"$333,684.00 ",0.81,Residential,2021,2620,$127.36 ,L47019 - THE SHORES AT LYNNCLIFF COVE,34.3158608,-83.9052893
191,191,15047G000078,7049 BLACKBIRD CT,Hall County,Georgia,1/24/2022,"$441,485.00 ",0.22,Residential,2021,2517,$175.40 ,05037K STERLING KNUTSON,34.156373,-83.914836
192,192,15042 000648,6952 MANCHESTER DR,Hall County,Georgia,1/24/2022,"$374,125.00 ",0.17,Residential,2021,2761,$135.50 ,05661 Cambridge,34.1430999,-83.8890355
193,193,09079B000131,6345 WOODLAND STATION DR,Hall County,Georgia,1/24/2022,"$294,850.00 ",0.5,Residential,2021,2064,$142.85 ,07073 MAGNOLIA STATION,34.408606,-83.6935843
194,194,15047 002227,6973 RIVER ROCK DR,Hall County,Georgia,1/21/2022,"$381,612.00 ",0.15,Residential,2021,1752,$217.82 ,05037H HONEYCUTT,34.1462188,-83.9084346
195,195,15047G000086,7032 BLACKBIRD CT,Hall County,Georgia,1/21/2022,"$397,485.00 ",0.21,Residential,2021,2801,$141.91 ,05037K STERLING KNUTSON,34.156391,-83.916005
196,196,08024 006102,4692 SW SILVER OAK DR,Hall County,Georgia,1/21/2022,"$493,546.00 ",0.19,Residential,2021,3120,$158.19 ,08018B White Oak Park @ MM,34.2517644,-83.8681006
197,197,15029B000200,5116 CHASTAIN WAY,Hall County,Georgia,1/21/2022,"$437,140.00 ",0.88,Residential,2021,2869,$152.37 ,05034 GEORGIAN ACRES,34.1780827,-83.8071686
198,198,11134 000102,5527 DOCKSIDE OVLK,Hall County,Georgia,1/21/2022,"$990,421.00 ",1.41,Residential,2021,2691,$368.05 ,Area 4-Lake-Back Cove (non dockable),34.4114306,-83.959253
199,199,15047 002143,6964 WOODTRAIL RUN,Hall County,Georgia,1/21/2022,"$500,000.00 ",0.16,Residential,2021,2849,$175.50 ,05037K STERLING KNUTSON,34.155635,-83.911645
200,200,15042 000621,6870 KATE LN,Hall County,Georgia,1/20/2022,"$373,685.00 ",0.28,Residential,2021,2652,$140.91 ,05661 Cambridge,34.1423332,-83.88687
201,201,15047G000063,6879 SCARLET OAK WAY,Hall County,Georgia,1/20/2022,"$421,350.00 ",0.16,Residential,2021,1984,$212.37 ,05037K STERLING KNUTSON,34.1572277,-83.9138969
202,202,08054 004034,5001 FAWNWOOD DR,Hall County,Georgia,1/20/2022,"$337,360.00 ",0.09,Residential,2021,1921,$175.62 ,08571 BRANNON RIDGE,34.24819571,-83.89788006
203,203,08051 001240,3675 ACORN DR,Hall County,Georgia,1/19/2022,"$259,900.00 ",0.04,Residential,2021,1544,$168.33 ,08128 The Reserve at Oak Station,34.2241719,-83.8797491
204,204,09079B000130,6349 WOODLAND STATION DR,Hall County,Georgia,1/19/2022,"$325,875.00 ",0.5,Residential,2021,2577,$126.46 ,07073 MAGNOLIA STATION,34.408754,-83.693388
205,205,15047G000088,7024 BLACKBIRD CT,Hall County,Georgia,1/18/2022,"$385,485.00 ",0.17,Residential,2021,1860,$207.25 ,05037K STERLING KNUTSON,34.156724,-83.916166
206,206,08075 002046A,5606 BARBERRY AVE,Hall County,Georgia,1/18/2022,"$322,990.00 ",0.12,Residential,2021,2361,$136.80 ,08075 Prescott,34.2207354,-83.9037167
207,207,08075 002047A,5610 BARBERRY AVE,Hall County,Georgia,1/18/2022,"$338,990.00 ",0.14,Residential,2021,2535,$133.72 ,08075 Prescott,34.2206923,-83.9035122
208,208,08151 002090,5383 SUMMER OAK LN,Hall County,Georgia,1/18/2022,"$571,510.00 ",0.31,Residential,2021,3700,$154.46 ,08032 Summerlyn,34.1532355,-83.9509826
209,209,15042 000625,6859 KATE LN,Hall County,Georgia,1/18/2022,"$460,000.00 ",0.17,Residential,2021,2652,$173.45 ,05661 Cambridge,34.1421903,-83.887344
210,210,08111 003270,5979 SCREECH OWL DR,Hall County,Georgia,1/18/2022,"$357,990.00 ",0.14,Residential,2021,2613,$137.00 ,08111 Summit Lake,34.1909604,-83.9254822
211,211,08024 006201,4410 SW CHESTNUT OAK WAY,Hall County,Georgia,1/14/2022,"$483,336.00 ",0.18,Residential,2021,3160,$152.95 ,08018B White Oak Park @ MM,34.2528513,-83.8682685
212,212,15041 000301A,5990 ROLLINGWOOD WAY,Hall County,Georgia,1/14/2022,"$430,000.00 ",0.14,Residential,2021,1596,$269.42 ,05013A DEL WEBB @ CHATEAU ELAN,34.1085269,-83.857236
213,213,15042 000611,6752 CAMBRIDGE DR,Hall County,Georgia,1/14/2022,"$354,820.00 ",0.17,Residential,2021,2682,$132.30 ,05661 Cambridge,34.1411785,-83.8871598
214,214,08065 000281,5103 WATCHMANS CV,Hall County,Georgia,1/14/2022,"$427,500.00 ",0.16,Residential,2021,2939,$145.46 ,08065 Stephens Point,34.24125,-83.9098046
215,215,15042 000234,5526 PLEASANT WOODS DR,Hall County,Georgia,1/13/2022,"$471,582.00 ",1.4,Residential,2021,2929,$161.00 ,05087 Parks @ Chestnut Mtn.,34.1446237,-83.8693975
216,216,10068 000095,3632 GALLEY CT,Hall County,Georgia,1/13/2022,"$420,442.00 ",0.8,Residential,2021,2432,$172.88 ,L47019 - THE SHORES AT LYNNCLIFF COVE,34.313035,-83.907131
217,217,08075 002095A,5396 BARBERRY AVE,Hall County,Georgia,1/13/2022,"$312,990.00 ",0.1,Residential,2021,2060,$151.94 ,08075 Prescott,34.2204959,-83.9076069
218,218,15042 000440,6984 LANCASTER XING,Hall County,Georgia,1/13/2022,"$467,409.00 ",0.17,Residential,2021,3110,$150.29 ,05662 Lancaster,34.1400632,-83.89018
219,219,08075 002196A,5241 WILD BERRY CT,Hall County,Georgia,1/13/2022,"$320,990.00 ",0.13,Residential,2021,2060,$155.82 ,08075 Prescott,34.2204609,-83.9044873
220,220,09079B000022,6350 WOODLAND STATION DR,Hall County,Georgia,1/12/2022,"$284,345.00 ",0.5,Residential,2021,2255,$126.10 ,07073 MAGNOLIA STATION,34.4080788,-83.692647
221,221,15042 000446,7016 LANCASTER XING,Hall County,Georgia,1/12/2022,"$380,375.00 ",0.29,Residential,2021,2329,$163.32 ,05662 Lancaster,34.1402396,-83.891443
222,222,15042 000630,6939 MANCHESTER DR,Hall County,Georgia,1/11/2022,"$481,560.00 ",0.23,Residential,2021,3510,$137.20 ,05661 Cambridge,34.1428858,-83.8884017
223,223,01115A000042,1532 NW BLUFF VALLEY CIR,Hall County,Georgia,1/10/2022,"$243,900.00 ",0.02,Residential,2021,1514,$161.10 ,LG7005 Bluffs at Lanier,34.299447,-83.864957
224,224,08065 000285,5119 WATCHMANS CV,Hall County,Georgia,1/7/2022,"$434,920.00 ",0.16,Residential,2021,2865,$151.80 ,08065 Stephens Point,34.2417325,-83.9101313
225,225,12127 000074,8625 DRAKE DR,Hall County,Georgia,1/7/2022,"$497,900.00 ",1,Residential,2021,2669,$186.55 ,03034 MALLARD VIEW,34.4593921,-83.7154149
226,226,09032 000016,7785 BILL WILSON RD,Hall County,Georgia,1/6/2022,"$325,000.00 ",1.5,Residential,2021,1860,$174.73 ,09270 MUD CREEK/COUNTY LINE/TRIBBLE GAP AREA,34.445609,-83.652658
227,227,01115A000043,1534 NW BLUFF VALLEY CIR,Hall County,Georgia,1/6/2022,"$240,000.00 ",0.02,Residential,2021,1514,$158.52 ,LG7005 Bluffs at Lanier,34.299504,-83.864945
228,228,01115A000045,1538 NW BLUFF VALLEY CIR,Hall County,Georgia,1/6/2022,"$243,900.00 ",0.02,Residential,2021,1514,$161.10 ,LG7005 Bluffs at Lanier,34.299618,-83.864922
229,229,01115A000044,1536 NW BLUFF VALLEY CIR,Hall County,Georgia,1/6/2022,"$236,400.00 ",0.02,Residential,2021,1514,$156.14 ,LG7005 Bluffs at Lanier,34.299561,-83.864934
